CAFA	Predikcija	Skor	UniProt	Uniprot1	UniProt2
T96060014379	GO:0005739	fp	Q6ZV50	RFX8_HUMAN	RFX8_HUMAN
T96060014390	GO:0005739	fp	Q9NZL6	RGL1_HUMAN	RGL1_HUMAN
T96060014391	GO:0005739	fp	O15211	RGL2_HUMAN	RGL2_HUMAN
T96060014395	GO:0005739	fp	Q6ZVN8	RGMC_HUMAN	RGMC_HUMAN
T96060014397	GO:0005739	fp	Q92546	RGP1_HUMAN	RGP1_HUMAN
T96060014398	GO:0005739	fp	Q6GYQ0	RGPA1_HUMAN	RGPA1_HUMAN
T96060014443	GO:0005739	fp	Q9BYZ6	RHBT2_HUMAN	RHBT2_HUMAN
T96060014445	GO:0005739	fp	P18577	RHCE_HUMAN	RHCE_HUMAN
T96060014447	GO:0005739	fp	Q96CC6	RHDF1_HUMAN	RHDF1_HUMAN
T96060014452	GO:0005739	fp	P0C7M4	RHF2B_HUMAN	RHF2B_HUMAN
T96060014466	GO:0005739	fp	Q9P2F6	RHG20_HUMAN	RHG20_HUMAN
T96060014467	GO:0005739	fp	Q5T5U3	RHG21_HUMAN	RHG21_HUMAN
T96060014470	GO:0005739	fp	Q8N264	RHG24_HUMAN	RHG24_HUMAN
T96060014481	GO:0005739	fp	Q6ZRI8	RHG36_HUMAN	RHG36_HUMAN
T96060014493	GO:0005739	fp	O00212	RHOD_HUMAN	RHOD_HUMAN
T96060014499	GO:0005739	fp	Q7L0Q8	RHOU_HUMAN	RHOU_HUMAN
T96060014505	GO:0005739	fp	A6NNX1	RIAD1_HUMAN	RIAD1_HUMAN
T96060014529	GO:0005739	fp	Q8WYP3	RIN2_HUMAN	RIN2_HUMAN
T96060014533	GO:0005739	fp	P13489	RINI_HUMAN	RINI_HUMAN
T96060014534	GO:0005739	fp	Q6ZS11	RINL_HUMAN	RINL_HUMAN
T96060014537	GO:0005739	fp	Q9BVS4	RIOK2_HUMAN	RIOK2_HUMAN
T96060014548	GO:0005739	fp	P23921	RIR1_HUMAN	RIR1_HUMAN
T96060014549	GO:0005739	fp	Q7LG56	RIR2B_HUMAN	RIR2B_HUMAN
T96060014559	GO:0005739	fp	P62913	RL11_HUMAN	RL11_HUMAN
T96060014568	GO:0005739	fp	P84098	RL19_HUMAN	RL19_HUMAN
T96060014571	GO:0005739	fp	Q6P5R6	RL22L_HUMAN	RL22L_HUMAN
T96060014587	GO:0005739	fp	P42766	RL35_HUMAN	RL35_HUMAN
T96060014603	GO:0005739	fp	P36578	RL4_HUMAN	RL4_HUMAN
T96060014672	GO:0005739	fp	Q96E14	RMI2_HUMAN	RMI2_HUMAN
T96060014681	GO:0005739	fp	Q9Y508	RN114_HUMAN	RN114_HUMAN
T96060014699	GO:0005739	fp	Q2KHN1	RN151_HUMAN	RN151_HUMAN
T96060014701	GO:0005739	fp	Q96PX1	RN157_HUMAN	RN157_HUMAN
T96060014711	GO:0005739	fp	Q8N6D2	RN182_HUMAN	RN182_HUMAN
T96060014746	GO:0005739	fp	P52198	RND2_HUMAN	RND2_HUMAN
T96060014750	GO:0005739	fp	Q9NVW2	RNF12_HUMAN	RNF12_HUMAN
T96060014751	GO:0005739	fp	O43567	RNF13_HUMAN	RNF13_HUMAN
T96060014760	GO:0005739	fp	O94941	RNF37_HUMAN	RNF37_HUMAN
T96060014761	GO:0005739	fp	Q9H0F5	RNF38_HUMAN	RNF38_HUMAN
T96060014762	GO:0005739	fp	Q9H2S5	RNF39_HUMAN	RNF39_HUMAN
T96060014773	GO:0005739	fp	O75792	RNH2A_HUMAN	RNH2A_HUMAN
T96060014817	GO:0005739	fp	Q9Y2J0	RP3A_HUMAN	RP3A_HUMAN
T96060014820	GO:0005739	fp	O95602	RPA1_HUMAN	RPA1_HUMAN
T96060014849	GO:0005739	fp	Q9NVU0	RPC5_HUMAN	RPC5_HUMAN
T96060014856	GO:0005739	fp	Q2QD12	RPEL1_HUMAN	RPEL1_HUMAN
T96060014877	GO:0005739	fp	O95059	RPP14_HUMAN	RPP14_HUMAN
T96060014885	GO:0005739	fp	Q9NQG5	RPR1B_HUMAN	RPR1B_HUMAN
T96060014890	GO:0005739	fp	Q8N122	RPTOR_HUMAN	RPTOR_HUMAN
T96060014903	GO:0005739	fp	Q5JTH9	RRP12_HUMAN	RRP12_HUMAN
T96060014907	GO:0005739	fp	Q96EU6	RRP36_HUMAN	RRP36_HUMAN
T96060014914	GO:0005739	fp	Q9NQ39	RS10L_HUMAN	RS10L_HUMAN
T96060014964	GO:0005739	fp	P63162	RSMN_HUMAN	RSMN_HUMAN
T96060014966	GO:0005739	fp	Q8WYR4	RSPH1_HUMAN	RSPH1_HUMAN
T96060014973	GO:0005739	fp	Q96DX4	RSPRY_HUMAN	RSPRY_HUMAN
T96060015027	GO:0005739	fp	Q9BQQ7	RTP3_HUMAN	RTP3_HUMAN
T96060015028	GO:0005739	fp	Q96DX8	RTP4_HUMAN	RTP4_HUMAN
T96060015050	GO:0005739	fp	Q9UJJ7	RUSD1_HUMAN	RUSD1_HUMAN
T96060015065	GO:0005739	fp	Q9HBX9	RXFP1_HUMAN	RXFP1_HUMAN
T96060015071	GO:0005739	fp	Q8N488	RYBP_HUMAN	RYBP_HUMAN
T96060015078	GO:0005739	fp	P29377	S100G_HUMAN	S100G_HUMAN
T96060015080	GO:0005739	fp	Q8WXG8	S100Z_HUMAN	S100Z_HUMAN
T96060015083	GO:0005739	fp	P33764	S10A3_HUMAN	S10A3_HUMAN
T96060015090	GO:0005739	fp	P60903	S10AA_HUMAN	S10AA_HUMAN
T96060015097	GO:0005739	fp	Q13621	S12A1_HUMAN	S12A1_HUMAN
T96060015102	GO:0005739	fp	Q9UHW9	S12A6_HUMAN	S12A6_HUMAN
T96060015111	GO:0005739	fp	Q92503	S14L1_HUMAN	S14L1_HUMAN
T96060015113	GO:0005739	fp	Q9UDX4	S14L3_HUMAN	S14L3_HUMAN
T96060015114	GO:0005739	fp	Q9UDX3	S14L4_HUMAN	S14L4_HUMAN
T96060015124	GO:0005739	fp	Q9BYT1	S17A9_HUMAN	S17A9_HUMAN
T96060015125	GO:0005739	fp	Q6NT16	S18B1_HUMAN	S18B1_HUMAN
T96060015141	GO:0005739	fp	O15244	S22A2_HUMAN	S22A2_HUMAN
T96060015142	GO:0005739	fp	O75751	S22A3_HUMAN	S22A3_HUMAN
T96060015151	GO:0005739	fp	Q96S37	S22AC_HUMAN	S22AC_HUMAN
T96060015152	GO:0005739	fp	Q9Y226	S22AD_HUMAN	S22AD_HUMAN
T96060015155	GO:0005739	fp	Q86VW1	S22AG_HUMAN	S22AG_HUMAN
T96060015158	GO:0005739	fp	A6NK97	S22AK_HUMAN	S22AK_HUMAN
T96060015163	GO:0005739	fp	Q9UHI7	S23A1_HUMAN	S23A1_HUMAN
T96060015189	GO:0005739	fp	P40879	S26A3_HUMAN	S26A3_HUMAN
T96060015205	GO:0005739	fp	Q99808	S29A1_HUMAN	S29A1_HUMAN
T96060015208	GO:0005739	fp	Q7RTT9	S29A4_HUMAN	S29A4_HUMAN
T96060015215	GO:0005739	fp	Q5VVP1	S31A6_HUMAN	S31A6_HUMAN
T96060015230	GO:0005739	fp	P78383	S35B1_HUMAN	S35B1_HUMAN
T96060015255	GO:0005739	fp	Q495M3	S36A2_HUMAN	S36A2_HUMAN
T96060015257	GO:0005739	fp	Q6YBV0	S36A4_HUMAN	S36A4_HUMAN
T96060015261	GO:0005739	fp	Q969I6	S38A4_HUMAN	S38A4_HUMAN
T96060015265	GO:0005739	fp	A6NNN8	S38A8_HUMAN	S38A8_HUMAN
T96060015268	GO:0005739	fp	Q08AI6	S38AB_HUMAN	S38AB_HUMAN
T96060015274	GO:0005739	fp	Q13433	S39A6_HUMAN	S39A6_HUMAN
T96060015276	GO:0005739	fp	Q9C0K1	S39A8_HUMAN	S39A8_HUMAN
T96060015282	GO:0005739	fp	Q15043	S39AE_HUMAN	S39AE_HUMAN
T96060015283	GO:0005739	fp	Q8TE82	S3TC1_HUMAN	S3TC1_HUMAN
T96060015296	GO:0005739	fp	Q86VL8	S47A2_HUMAN	S47A2_HUMAN
T96060015298	GO:0005739	fp	Q8NBS3	S4A11_HUMAN	S4A11_HUMAN
T96060015302	GO:0005739	fp	Q2Y0W8	S4A8_HUMAN	S4A8_HUMAN
T96060015304	GO:0005739	fp	Q9HAB3	S52A2_HUMAN	S52A2_HUMAN
T96060015310	GO:0005739	fp	P48066	S6A11_HUMAN	S6A11_HUMAN
T96060015322	GO:0005739	fp	Q8TBB6	S7A14_HUMAN	S7A14_HUMAN
T96060015326	GO:0005739	fp	P35542	SAA4_HUMAN	SAA4_HUMAN
T96060015331	GO:0005739	fp	Q9HBV2	SACA1_HUMAN	SACA1_HUMAN
T96060015338	GO:0005739	fp	Q9UBT2	SAE2_HUMAN	SAE2_HUMAN
T96060015345	GO:0005739	fp	Q9NSC2	SALL1_HUMAN	SALL1_HUMAN
T96060015346	GO:0005739	fp	Q9Y467	SALL2_HUMAN	SALL2_HUMAN
T96060015347	GO:0005739	fp	Q9BXA9	SALL3_HUMAN	SALL3_HUMAN
T96060015354	GO:0005739	fp	Q9P1V8	SAM15_HUMAN	SAM15_HUMAN
T96060015356	GO:0005739	fp	Q8IVG5	SAM9L_HUMAN	SAM9L_HUMAN
T96060015358	GO:0005739	fp	Q6SPF0	SAMD1_HUMAN	SAMD1_HUMAN
T96060015364	GO:0005739	fp	Q9Y3Z3	SAMH1_HUMAN	SAMH1_HUMAN
T96060015380	GO:0005739	fp	Q9BW04	SARG_HUMAN	SARG_HUMAN
T96060015387	GO:0005739	fp	O75995	SASH3_HUMAN	SASH3_HUMAN
T96060015398	GO:0005739	fp	Q9Y3A5	SBDS_HUMAN	SBDS_HUMAN
T96060015399	GO:0005739	fp	Q52WX2	SBK1_HUMAN	SBK1_HUMAN
T96060015400	GO:0005739	fp	P0C263	SBK2_HUMAN	SBK2_HUMAN
T96060015404	GO:0005739	fp	Q13228	SBP1_HUMAN	SBP1_HUMAN
T96060015408	GO:0005739	fp	P67812	SC11A_HUMAN	SC11A_HUMAN
T96060015416	GO:0005739	fp	Q15436	SC23A_HUMAN	SC23A_HUMAN
T96060015428	GO:0005739	fp	Q9NY91	SC5A4_HUMAN	SC5A4_HUMAN
T96060015432	GO:0005739	fp	Q8N695	SC5A8_HUMAN	SC5A8_HUMAN
T96060015437	GO:0005739	fp	O75845	SC5D_HUMAN	SC5D_HUMAN
T96060015464	GO:0005739	fp	O95171	SCEL_HUMAN	SCEL_HUMAN
T96060015466	GO:0005739	fp	Q8WU76	SCFD2_HUMAN	SCFD2_HUMAN
T96060015486	GO:0005739	fp	Q9NY46	SCN3A_HUMAN	SCN3A_HUMAN
T96060015496	GO:0005739	fp	P57086	SCND1_HUMAN	SCND1_HUMAN
T96060015513	GO:0005739	fp	O75711	SCRG1_HUMAN	SCRG1_HUMAN
T96060015514	GO:0005739	fp	Q14160	SCRIB_HUMAN	SCRIB_HUMAN
T96060015524	GO:0005739	fp	Q8IX30	SCUB3_HUMAN	SCUB3_HUMAN
T96060015537	GO:0005739	fp	P48061	SDF1_HUMAN	SDF1_HUMAN
T96060015551	GO:0005739	fp	O95810	SDPR_HUMAN	SDPR_HUMAN
T96060015562	GO:0005739	fp	P55735	SEC13_HUMAN	SEC13_HUMAN
T96060015564	GO:0005739	fp	Q99442	SEC62_HUMAN	SEC62_HUMAN
T96060015565	GO:0005739	fp	Q9UGP8	SEC63_HUMAN	SEC63_HUMAN
T96060015568	GO:0005739	fp	Q96EE3	SEH1_HUMAN	SEH1_HUMAN
T96060015597	GO:0005739	fp	Q9H3T3	SEM6B_HUMAN	SEM6B_HUMAN
T96060015609	GO:0005739	fp	Q9H4L4	SENP3_HUMAN	SENP3_HUMAN
T96060015615	GO:0005739	fp	Q9NVA2	SEP11_HUMAN	SEP11_HUMAN
T96060015622	GO:0005739	fp	Q15019	SEPT2_HUMAN	SEPT2_HUMAN
T96060015650	GO:0005739	fp	Q6ICB4	SESQ2_HUMAN	SESQ2_HUMAN
T96060015665	GO:0005739	fp	Q7Z333	SETX_HUMAN	SETX_HUMAN
T96060015679	GO:0005739	fp	Q8IWL1	SFPA2_HUMAN	SFPA2_HUMAN
T96060015684	GO:0005739	fp	Q8N474	SFRP1_HUMAN	SFRP1_HUMAN
T96060015688	GO:0005739	fp	Q5T4F7	SFRP5_HUMAN	SFRP5_HUMAN
T96060015693	GO:0005739	fp	Q8IWL2	SFTA1_HUMAN	SFTA1_HUMAN
T96060015695	GO:0005739	fp	P0C7M3	SFTA3_HUMAN	SFTA3_HUMAN
T96060015713	GO:0005739	fp	Q96QR1	SG3A1_HUMAN	SG3A1_HUMAN
T96060015720	GO:0005739	fp	Q13326	SGCG_HUMAN	SGCG_HUMAN
T96060015724	GO:0005739	fp	Q9BQI5	SGIP1_HUMAN	SGIP1_HUMAN
T96060015726	GO:0005739	fp	Q9HBY8	SGK2_HUMAN	SGK2_HUMAN
T96060015732	GO:0005739	fp	Q9BX95	SGPP1_HUMAN	SGPP1_HUMAN
T96060015737	GO:0005739	fp	Q9Y2Z0	SGT1_HUMAN	SGT1_HUMAN
T96060015738	GO:0005739	fp	O43765	SGTA_HUMAN	SGTA_HUMAN
T96060015741	GO:0005739	fp	O14796	SH21B_HUMAN	SH21B_HUMAN
T96060015757	GO:0005739	fp	Q99961	SH3G1_HUMAN	SH3G1_HUMAN
T96060015758	GO:0005739	fp	Q99962	SH3G2_HUMAN	SH3G2_HUMAN
T96060015766	GO:0005739	fp	Q8TEJ3	SH3R3_HUMAN	SH3R3_HUMAN
T96060015771	GO:0005739	fp	Q9BTD1	SHAS3_HUMAN	SHAS3_HUMAN
T96060015773	GO:0005739	fp	Q15464	SHB_HUMAN	SHB_HUMAN
T96060015782	GO:0005739	fp	Q15465	SHH_HUMAN	SHH_HUMAN
T96060015783	GO:0005739	fp	Q92835	SHIP1_HUMAN	SHIP1_HUMAN
T96060015790	GO:0005739	fp	O60902	SHOX2_HUMAN	SHOX2_HUMAN
T96060015796	GO:0005739	fp	Q6PI26	SHQ1_HUMAN	SHQ1_HUMAN
T96060015798	GO:0005739	fp	Q13796	SHRM2_HUMAN	SHRM2_HUMAN
T96060015801	GO:0005739	fp	Q9H0F6	SHRPN_HUMAN	SHRPN_HUMAN
T96060015806	GO:0005739	fp	Q6ZSJ9	SHSA6_HUMAN	SHSA6_HUMAN
T96060015807	GO:0005739	fp	A6NL88	SHSA7_HUMAN	SHSA7_HUMAN
T96060015809	GO:0005739	fp	B4DS77	SHSA9_HUMAN	SHSA9_HUMAN
T96060015816	GO:0005739	fp	Q11201	SIA4A_HUMAN	SIA4A_HUMAN
T96060015819	GO:0005739	fp	Q9NSC7	SIA7A_HUMAN	SIA7A_HUMAN
T96060015858	GO:0005739	fp	Q9Y2K2	SIK3_HUMAN	SIK3_HUMAN
T96060015870	GO:0005739	fp	P0DKX4	SIM18_HUMAN	SIM18_HUMAN
T96060015873	GO:0005739	fp	A6NLE4	SIM23_HUMAN	SIM23_HUMAN
T96060015879	GO:0005739	fp	Q96ST3	SIN3A_HUMAN	SIN3A_HUMAN
T96060015888	GO:0005739	fp	Q9NRC8	SIR7_HUMAN	SIR7_HUMAN
T96060015904	GO:0005739	fp	Q8WVK7	SKA2_HUMAN	SKA2_HUMAN
T96060015907	GO:0005739	fp	O75563	SKAP2_HUMAN	SKAP2_HUMAN
T96060015911	GO:0005739	fp	Q15477	SKIV2_HUMAN	SKIV2_HUMAN
T96060015917	GO:0005739	fp	Q5T5P2	SKT_HUMAN	SKT_HUMAN
T96060015937	GO:0005739	fp	Q96A28	SLAF9_HUMAN	SLAF9_HUMAN
T96060015953	GO:0005739	fp	O94991	SLIK5_HUMAN	SLIK5_HUMAN
T96060015957	GO:0005739	fp	O75093	SLIT1_HUMAN	SLIT1_HUMAN
T96060015960	GO:0005739	fp	Q9H2G2	SLK_HUMAN	SLK_HUMAN
T96060015962	GO:0005739	fp	Q7Z7L1	SLN11_HUMAN	SLN11_HUMAN
T96060015963	GO:0005739	fp	Q8IYM2	SLN12_HUMAN	SLN12_HUMAN
T96060015967	GO:0005739	fp	P03973	SLPI_HUMAN	SLPI_HUMAN
T96060015978	GO:0005739	fp	Q13485	SMAD4_HUMAN	SMAD4_HUMAN
T96060015980	GO:0005739	fp	O43541	SMAD6_HUMAN	SMAD6_HUMAN
T96060015982	GO:0005739	fp	O15198	SMAD9_HUMAN	SMAD9_HUMAN
T96060015983	GO:0005739	fp	Q9UPU9	SMAG1_HUMAN	SMAG1_HUMAN
T96060015993	GO:0005739	fp	Q5VUG0	SMBT2_HUMAN	SMBT2_HUMAN
T96060016001	GO:0005739	fp	P28370	SMCA1_HUMAN	SMCA1_HUMAN
T96060016034	GO:0005739	fp	Q96KF7	SMIM8_HUMAN	SMIM8_HUMAN
T96060016041	GO:0005739	fp	Q9NWM0	SMOX_HUMAN	SMOX_HUMAN
T96060016055	GO:0005739	fp	P61278	SMS_HUMAN	SMS_HUMAN
T96060016067	GO:0005739	fp	Q6GMV2	SMYD5_HUMAN	SMYD5_HUMAN
T96060016069	GO:0005739	fp	P54920	SNAA_HUMAN	SNAA_HUMAN
T96060016072	GO:0005739	fp	O95863	SNAI1_HUMAN	SNAI1_HUMAN
T96060016074	GO:0005739	fp	Q3KNW1	SNAI3_HUMAN	SNAI3_HUMAN
T96060016082	GO:0005739	fp	O43759	SNG1_HUMAN	SNG1_HUMAN
T96060016087	GO:0005739	fp	Q9BXW3	SNH12_HUMAN	SNH12_HUMAN
T96060016108	GO:0005739	fp	A6NMZ2	SNTAN_HUMAN	SNTAN_HUMAN
T96060016109	GO:0005739	fp	Q13884	SNTB1_HUMAN	SNTB1_HUMAN
T96060016110	GO:0005739	fp	Q13425	SNTB2_HUMAN	SNTB2_HUMAN
T96060016115	GO:0005739	fp	O43290	SNUT1_HUMAN	SNUT1_HUMAN
T96060016128	GO:0005739	fp	Q13596	SNX1_HUMAN	SNX1_HUMAN
T96060016135	GO:0005739	fp	Q8TEQ0	SNX29_HUMAN	SNX29_HUMAN
T96060016151	GO:0005739	fp	Q9NPD5	SO1B3_HUMAN	SO1B3_HUMAN
T96060016157	GO:0005739	fp	Q96BD0	SO4A1_HUMAN	SO4A1_HUMAN
T96060016158	GO:0005739	fp	Q6ZQN7	SO4C1_HUMAN	SO4C1_HUMAN
T96060016162	GO:0005739	fp	O75908	SOAT2_HUMAN	SOAT2_HUMAN
T96060016165	GO:0005739	fp	O15524	SOCS1_HUMAN	SOCS1_HUMAN
T96060016167	GO:0005739	fp	O14543	SOCS3_HUMAN	SOCS3_HUMAN
T96060016168	GO:0005739	fp	Q8WXH5	SOCS4_HUMAN	SOCS4_HUMAN
T96060016169	GO:0005739	fp	O75159	SOCS5_HUMAN	SOCS5_HUMAN
T96060016175	GO:0005739	fp	O94964	SOGA1_HUMAN	SOGA1_HUMAN
T96060016189	GO:0005739	fp	Q07890	SOS2_HUMAN	SOS2_HUMAN
T96060016191	GO:0005739	fp	Q96AH0	SOSB2_HUMAN	SOSB2_HUMAN
T96060016194	GO:0005739	fp	Q9BQB4	SOST_HUMAN	SOST_HUMAN
T96060016207	GO:0005739	fp	P41225	SOX3_HUMAN	SOX3_HUMAN
T96060016214	GO:0005739	fp	Q9P0Z9	SOX_HUMAN	SOX_HUMAN
T96060016215	GO:0005739	fp	P23497	SP100_HUMAN	SP100_HUMAN
T96060016223	GO:0005739	fp	Q3ZLR7	SP201_HUMAN	SP201_HUMAN
T96060016227	GO:0005739	fp	Q9HAJ7	SP30L_HUMAN	SP30L_HUMAN
T96060016245	GO:0005739	fp	Q9NPE6	SPAG4_HUMAN	SPAG4_HUMAN
T96060016250	GO:0005739	fp	Q496A3	SPAS1_HUMAN	SPAS1_HUMAN
T96060016262	GO:0005739	fp	Q96P15	SPB11_HUMAN	SPB11_HUMAN
T96060016265	GO:0005739	fp	Q8IY81	SPB1_HUMAN	SPB1_HUMAN
T96060016279	GO:0005739	fp	Q9HD40	SPCS_HUMAN	SPCS_HUMAN
T96060016283	GO:0005739	fp	Q8NFV5	SPDE1_HUMAN	SPDE1_HUMAN
T96060016287	GO:0005739	fp	A6NIY4	SPDE5_HUMAN	SPDE5_HUMAN
T96060016298	GO:0005739	fp	P19623	SPEE_HUMAN	SPEE_HUMAN
T96060016305	GO:0005739	fp	Q6UW49	SPESP_HUMAN	SPESP_HUMAN
T96060016307	GO:0005739	fp	O75940	SPF30_HUMAN	SPF30_HUMAN
T96060016308	GO:0005739	fp	Q96I25	SPF45_HUMAN	SPF45_HUMAN
T96060016309	GO:0005739	fp	Q8N0X2	SPG16_HUMAN	SPG16_HUMAN
T96060016327	GO:0005739	fp	Q9Y657	SPIN1_HUMAN	SPIN1_HUMAN
T96060016329	GO:0005739	fp	Q56A73	SPIN4_HUMAN	SPIN4_HUMAN
T96060016334	GO:0005739	fp	P49223	SPIT3_HUMAN	SPIT3_HUMAN
T96060016343	GO:0005739	fp	Q9NS25	SPNXB_HUMAN	SPNXB_HUMAN
T96060016345	GO:0005739	fp	Q9BXN6	SPNXD_HUMAN	SPNXD_HUMAN
T96060016348	GO:0005739	fp	Q9HCB6	SPON1_HUMAN	SPON1_HUMAN
T96060016362	GO:0005739	fp	P22532	SPR2D_HUMAN	SPR2D_HUMAN
T96060016363	GO:0005739	fp	P22531	SPR2E_HUMAN	SPR2E_HUMAN
T96060016367	GO:0005739	fp	Q7Z699	SPRE1_HUMAN	SPRE1_HUMAN
T96060016387	GO:0005739	fp	Q7Z6I5	SPT12_HUMAN	SPT12_HUMAN
T96060016388	GO:0005739	fp	Q96N96	SPT13_HUMAN	SPT13_HUMAN
T96060016394	GO:0005739	fp	Q8NHS9	SPT22_HUMAN	SPT22_HUMAN
T96060016399	GO:0005739	fp	Q537H7	SPT45_HUMAN	SPT45_HUMAN
T96060016406	GO:0005739	fp	Q01082	SPTB2_HUMAN	SPTB2_HUMAN
T96060016415	GO:0005739	fp	Q969W0	SPTSA_HUMAN	SPTSA_HUMAN
T96060016443	GO:0005739	fp	Q6ZRS2	SRCAP_HUMAN	SRCAP_HUMAN
T96060016444	GO:0005739	fp	Q86TD4	SRCA_HUMAN	SRCA_HUMAN
T96060016448	GO:0005739	fp	Q4G0T1	SRCRM_HUMAN	SRCRM_HUMAN
T96060016450	GO:0005739	fp	Q96GP6	SREC2_HUMAN	SREC2_HUMAN
T96060016452	GO:0005739	fp	Q8WXA9	SREK1_HUMAN	SREK1_HUMAN
T96060016463	GO:0005739	fp	P49458	SRP09_HUMAN	SRP09_HUMAN
T96060016466	GO:0005739	fp	P61011	SRP54_HUMAN	SRP54_HUMAN
T96060016472	GO:0005739	fp	P08240	SRPRA_HUMAN	SRPRA_HUMAN
T96060016493	GO:0005739	fp	Q16629	SRSF7_HUMAN	SRSF7_HUMAN
T96060016498	GO:0005739	fp	Q9UJW9	SRTD3_HUMAN	SRTD3_HUMAN
T96060016502	GO:0005739	fp	Q05066	SRY_HUMAN	SRY_HUMAN
T96060016506	GO:0005739	fp	Q9BWW4	SSBP3_HUMAN	SSBP3_HUMAN
T96060016507	GO:0005739	fp	Q9BWG4	SSBP4_HUMAN	SSBP4_HUMAN
T96060016522	GO:0005739	fp	P31391	SSR4_HUMAN	SSR4_HUMAN
T96060016538	GO:0005739	fp	Q7RTT4	SSX8_HUMAN	SSX8_HUMAN
T96060016557	GO:0005739	fp	O00204	ST2B1_HUMAN	ST2B1_HUMAN
T96060016558	GO:0005739	fp	Q8WU08	ST32A_HUMAN	ST32A_HUMAN
T96060016578	GO:0005739	fp	Q6ZMT1	STAC2_HUMAN	STAC2_HUMAN
T96060016586	GO:0005739	fp	O75886	STAM2_HUMAN	STAM2_HUMAN
T96060016599	GO:0005739	fp	P52630	STAT2_HUMAN	STAT2_HUMAN
T96060016610	GO:0005739	fp	Q9UHE8	STEA1_HUMAN	STEA1_HUMAN
T96060016630	GO:0005739	fp	Q9BXU1	STK31_HUMAN	STK31_HUMAN
T96060016635	GO:0005739	fp	Q9UEW8	STK39_HUMAN	STK39_HUMAN
T96060016637	GO:0005739	fp	Q8N2I9	STK40_HUMAN	STK40_HUMAN
T96060016654	GO:0005739	fp	P09430	STP1_HUMAN	STP1_HUMAN
T96060016661	GO:0005739	fp	Q7RTN6	STRAA_HUMAN	STRAA_HUMAN
T96060016662	GO:0005739	fp	Q9C0K7	STRAB_HUMAN	STRAB_HUMAN
T96060016667	GO:0005739	fp	Q13033	STRN3_HUMAN	STRN3_HUMAN
T96060016679	GO:0005739	fp	Q86Y82	STX12_HUMAN	STX12_HUMAN
T96060016683	GO:0005739	fp	Q8N4C7	STX19_HUMAN	STX19_HUMAN
T96060016685	GO:0005739	fp	P61266	STX1B_HUMAN	STX1B_HUMAN
T96060016691	GO:0005739	fp	O15400	STX7_HUMAN	STX7_HUMAN
T96060016707	GO:0005739	fp	Q9BXA5	SUCR1_HUMAN	SUCR1_HUMAN
T96060016709	GO:0005739	fp	Q8IWZ8	SUGP1_HUMAN	SUGP1_HUMAN
T96060016711	GO:0005739	fp	Q06330	SUH_HUMAN	SUH_HUMAN
T96060016719	GO:0005739	fp	P55854	SUMO3_HUMAN	SUMO3_HUMAN
T96060016726	GO:0005739	fp	O75486	SUPT3_HUMAN	SUPT3_HUMAN
T96060016731	GO:0005739	fp	O75683	SURF6_HUMAN	SURF6_HUMAN
T96060016733	GO:0005739	fp	Q9UGT4	SUSD2_HUMAN	SUSD2_HUMAN
T96060016755	GO:0005739	fp	Q6NVH7	SWAP1_HUMAN	SWAP1_HUMAN
T96060016756	GO:0005739	fp	Q9BRV3	SWET1_HUMAN	SWET1_HUMAN
T96060016761	GO:0005739	fp	P49588	SYAC_HUMAN	SYAC_HUMAN
T96060016766	GO:0005739	fp	Q5T4T6	SYC2L_HUMAN	SYC2L_HUMAN
T96060016777	GO:0005739	fp	P60508	SYCY2_HUMAN	SYCY2_HUMAN
T96060016780	GO:0005739	fp	Q5VT97	SYDE2_HUMAN	SYDE2_HUMAN
T96060016787	GO:0005739	fp	Q9NSD9	SYFB_HUMAN	SYFB_HUMAN
T96060016789	GO:0005739	fp	Q96PV0	SYGP1_HUMAN	SYGP1_HUMAN
T96060016793	GO:0005739	fp	P41252	SYIC_HUMAN	SYIC_HUMAN
T96060016804	GO:0005739	fp	Q92777	SYN2_HUMAN	SYN2_HUMAN
T96060016819	GO:0005739	fp	Q8TBG9	SYNPR_HUMAN	SYNPR_HUMAN
T96060016830	GO:0005739	fp	P49591	SYSC_HUMAN	SYSC_HUMAN
T96060016848	GO:0005739	fp	Q86SS6	SYT9_HUMAN	SYT9_HUMAN
T96060016851	GO:0005739	fp	Q8IYJ3	SYTL1_HUMAN	SYTL1_HUMAN
T96060016870	GO:0005739	fp	Q9NUM4	T106B_HUMAN	T106B_HUMAN
T96060016882	GO:0005739	fp	A2VDJ0	T131L_HUMAN	T131L_HUMAN
T96060016883	GO:0005739	fp	Q24JP5	T132A_HUMAN	T132A_HUMAN
T96060016887	GO:0005739	fp	Q6IEE7	T132E_HUMAN	T132E_HUMAN
T96060016889	GO:0005739	fp	A6NC51	T150B_HUMAN	T150B_HUMAN
T96060016905	GO:0005739	fp	Q6ZMB5	T184A_HUMAN	T184A_HUMAN
T96060016906	GO:0005739	fp	Q9Y519	T184B_HUMAN	T184B_HUMAN
T96060016911	GO:0005739	fp	P0C7N4	T191B_HUMAN	T191B_HUMAN
T96060016918	GO:0005739	fp	Q15714	T22D1_HUMAN	T22D1_HUMAN
T96060016927	GO:0005739	fp	P29084	T2EB_HUMAN	T2EB_HUMAN
T96060016928	GO:0005739	fp	P35269	T2FA_HUMAN	T2FA_HUMAN
